"County","City","State","Postal Code","Model Year","Make","Model","Electric Vehicle Type","Clean Alternative Fuel Vehicle (CAFV) Eligibility","Electric Range","Base MSRP","Legislative District","DOL Vehicle ID","Vehicle Location","Electric Utility","2020 Census Tract"
"King","Seattle","WA","98119","2024","TESLA","MODEL Y","Battery Electric Vehicle (BEV)","Eligibility unknown as battery range has not been researched","0","0","36","272598406","POINT (-122.3684 47.64586)","CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)","53033005902"
"King","Seattle","WA","98118","2025","TESLA","MODEL Y","Battery Electric Vehicle (BEV)","Eligibility unknown as battery range has not been researched","0","0","37","276840294","POINT (-122.2668 47.55115)","CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)","53033010102"
"Snohomish","Brier","WA","98036","2023","TESLA","MODEL Y","Battery Electric Vehicle (BEV)","Eligibility unknown as battery range has not been researched","0","0","1","252490906","POINT (-122.29245 47.82557)","PUGET SOUND ENERGY INC","53061051914"
"King","Seatac","WA","98188","2023","TESLA","MODEL 3","Battery Electric Vehicle (BEV)","Eligibility unknown as battery range has not been researched","0","0","33","233656090","POINT (-122.27427 47.43405)","PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)","53033028802"
"King","Redmond","WA","98052","2022","TESLA","MODEL Y","Battery Electric Vehicle (BEV)","Eligibility unknown as battery range has not been researched","0","0","45","194612400","POINT (-122.13158 47.67858)","PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)","53033022605"
"King","Sammamish","WA","98075","2023","TESLA","MODEL 3","Battery Electric Vehicle (BEV)","Eligibility unknown as battery range has not been researched","0","0","41","260139764","POINT (-122.03539 47.61344)","PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)","53033032218"
"King","Seattle","WA","98118","2024","TESLA","MODEL Y","Battery Electric Vehicle (BEV)","Eligibility unknown as battery range has not been researched","0","0","37","265771306","POINT (-122.2668 47.55115)","CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)","53033011700"
"Clark","Washougal","WA","98671","2022","TESLA","MODEL 3","Battery Electric Vehicle (BEV)","Eligibility unknown as battery range has not been researched","0","0","18","190174673","POINT (-122.35341 45.57923)","BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA)","53011040510"
"Snohomish","Bothell","WA","98012","2022","TESLA","MODEL Y","Battery Electric Vehicle (BEV)","Eligibility unknown as battery range has not been researched","0","0","44","196481575","POINT (-122.21061 47.83448)","PUGET SOUND ENERGY INC","53061052007"
"King","Seattle","WA","98125","2025","TESLA","MODEL 3","Battery Electric Vehicle (BEV)","Eligibility unknown as battery range has not been researched","0","0","46","279258031","POINT (-122.30253 47.72656)","CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)","53033000800"
"King","Mercer Island","WA","98040","2025","TESLA","MODEL 3","Battery Electric Vehicle (BEV)","Eligibility unknown as battery range has not been researched","0","0","41","284097964","POINT (-122.21238 47.57816)","PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)","53033024302"
"Whatcom","Deming","WA","98244","2023","TESLA","MODEL Y","Battery Electric Vehicle (BEV)","Eligibility unknown as battery range has not been researched","0","0","42","238916562","POINT (-122.21723 48.82651)","PUGET SOUND ENERGY INC||PUD NO 1 OF WHATCOM COUNTY","53073010103"
"King","Seatac","WA","98188","2023","TESLA","MODEL 3","Battery Electric Vehicle (BEV)","Eligibility unknown as battery range has not been researched","0","0","33","240082412","POINT (-122.27427 47.43405)","PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)","53033028402"
"King","Kirkland","WA","98034","2024","TESLA","MODEL Y","Battery Electric Vehicle (BEV)","Eligibility unknown as battery range has not been researched","0","0","45","265858624","POINT (-122.22901 47.72201)","PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)","53033021903"
"King","Seatac","WA","98168","2025","TESLA","MODEL Y","Battery Electric Vehicle (BEV)","Eligibility unknown as battery range has not been researched","0","0","33","277169469","POINT (-122.3317 47.50314)","CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)","53033028100"
"King","Sammamish","WA","98074","2023","TESLA","MODEL Y","Battery Electric Vehicle (BEV)","Eligibility unknown as battery range has not been researched","0","0","45","239968760","POINT (-122.02054 47.60326)","PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)","53033032225"
"Benton","Richland","WA","99354","2024","TESLA","MODEL 3","Battery Electric Vehicle (BEV)","Eligibility unknown as battery range has not been researched","0","0","8","271915325","POINT (-119.26844 46.31484)","BONNEVILLE POWER ADMINISTRATION||CITY OF RICHLAND - (WA)","53005010201"
"King","Seattle","WA","98117","2024","TESLA","MODEL 3","Battery Electric Vehicle (BEV)","Eligibility unknown as battery range has not been researched","0","0","36","267360705","POINT (-122.38418 47.70044)","CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)","53033003100"
"King","Seattle","WA","98125","2023","TESLA","MODEL S","Battery Electric Vehicle (BEV)","Eligibility unknown as battery range has not been researched","0","0","46","233738144","POINT (-122.30253 47.72656)","CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)","53033002200"
"King","Renton","WA","98058","2025","TESLA","MODEL Y","Battery Electric Vehicle (BEV)","Eligibility unknown as battery range has not been researched","0","0","47","278253265","POINT (-122.08747 47.4466)","PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)","53033031906"
"King","Seattle","WA","98199","2023","TESLA","MODEL Y","Battery Electric Vehicle (BEV)","Eligibility unknown as battery range has not been researched","0","0","36","260955201","POINT (-122.40092 47.65908)","CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)","53033005700"
"Clark","Vancouver","WA","98684","2023","TESLA","MODEL Y","Battery Electric Vehicle (BEV)","Eligibility unknown as battery range has not been researched","0","0","17","260677539","POINT (-122.48723 45.63701)","BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA)","53011041317"
"King","Seattle","WA","98119","2024","TESLA","MODEL Y","Battery Electric Vehicle (BEV)","Eligibility unknown as battery range has not been researched","0","0","36","273751292","POINT (-122.3684 47.64586)","CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)","53033007101"
"Thurston","Olympia","WA","98513","2025","TESLA","MODEL Y","Battery Electric Vehicle (BEV)","Eligibility unknown as battery range has not been researched","0","0","2","279998295","POINT (-122.81754 46.98876)","PUGET SOUND ENERGY INC","53067012332"
"Snohomish","Gold Bar","WA","98251","2024","TESLA","MODEL Y","Battery Electric Vehicle (BEV)","Eligibility unknown as battery range has not been researched","0","0","39","266592455","POINT (-121.69743 47.85565)","BONNEVILLE POWER ADMINISTRATION||PUD 1 OF SNOHOMISH COUNTY","53061053803"
"King","Kirkland","WA","98033","2022","TESLA","MODEL 3","Battery Electric Vehicle (BEV)","Eligibility unknown as battery range has not been researched","0","0","48","182718560","POINT (-122.2066 47.67887)","PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)","53033022501"
"King","Kirkland","WA","98033","2026","TESLA","MODEL Y","Battery Electric Vehicle (BEV)","Eligibility unknown as battery range has not been researched","0","0","48","279311252","POINT (-122.2066 47.67887)","PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)","53033022603"
"King","Bellevue","WA","98006","2022","TESLA","MODEL Y","Battery Electric Vehicle (BEV)","Eligibility unknown as battery range has not been researched","0","0","41","192507535","POINT (-122.12096 47.55584)","PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)","53033024800"
"King","Bellevue","WA","98005","2022","TESLA","MODEL Y","Battery Electric Vehicle (BEV)","Eligibility unknown as battery range has not been researched","0","0","48","217932445","POINT (-122.1621 47.64441)","PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)","53033023702"
"King","Seattle","WA","98178","2024","TESLA","MODEL Y","Battery Electric Vehicle (BEV)","Eligibility unknown as battery range has not been researched","0","0","37","273489877","POINT (-122.23825 47.49461)","PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)","53033026101"
"Kitsap","Port Orchard","WA","98366","2025","TESLA","MODEL 3","Battery Electric Vehicle (BEV)","Eligibility unknown as battery range has not been researched","0","0","26","282471486","POINT (-122.63847 47.54103)","PUGET SOUND ENERGY INC","53035092801"
"Pierce","Gig Harbor","WA","98332","2025","TESLA","MODEL Y","Battery Electric Vehicle (BEV)","Eligibility unknown as battery range has not been researched","0","0","26","275478073","POINT (-122.59044 47.34236)","BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||PENINSULA LIGHT COMPANY","53053072509"
"Snohomish","Bothell","WA","98021","2022","TESLA","MODEL Y","Battery Electric Vehicle (BEV)","Eligibility unknown as battery range has not been researched","0","0","1","202065174","POINT (-122.18384 47.8031)","PUGET SOUND ENERGY INC","53061051926"
"Thurston","Olympia","WA","98506","2022","TESLA","MODEL 3","Battery Electric Vehicle (BEV)","Eligibility unknown as battery range has not been researched","0","0","22","219604017","POINT (-122.87741 47.05997)","PUGET SOUND ENERGY INC","53067012100"
"King","Seattle","WA","98119","2025","TESLA","MODEL 3","Battery Electric Vehicle (BEV)","Eligibility unknown as battery range has not been researched","0","0","36","280251065","POINT (-122.3684 47.64586)","CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)","53033006900"
"King","Seattle","WA","98109","2025","TESLA","MODEL 3","Battery Electric Vehicle (BEV)","Eligibility unknown as battery range has not been researched","0","0","43","278030595","POINT (-122.35022 47.63824)","CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)","53033007303"
"King","Federal Way","WA","98003","2023","TESLA","MODEL 3","Battery Electric Vehicle (BEV)","Eligibility unknown as battery range has not been researched","0","0","30","244800321","POINT (-122.3303 47.30151)","PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)","53033030007"
"King","Burien","WA","98166","2023","TESLA","MODEL Y","Battery Electric Vehicle (BEV)","Eligibility unknown as battery range has not been researched","0","0","34","262644238","POINT (-122.34134 47.46593)","PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)","53033027800"
"Clark","Camas","WA","98607","2023","TESLA","MODEL Y","Battery Electric Vehicle (BEV)","Eligibility unknown as battery range has not been researched","0","0","18","225990390","POINT (-122.40199 45.58694)","BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA)","53011041325"
"Clark","Vancouver","WA","98683","2022","TESLA","MODEL Y","Battery Electric Vehicle (BEV)","Eligibility unknown as battery range has not been researched","0","0","17","223725813","POINT (-122.49212 45.60365)","BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA)","53011041310"
"King","Kent","WA","98030","2024","TESLA","MODEL Y","Battery Electric Vehicle (BEV)","Eligibility unknown as battery range has not been researched","0","0","33","263232336","POINT (-122.224 47.37943)","PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)","53033029702"
"King","Seattle","WA","98117","2024","TESLA","MODEL Y","Battery Electric Vehicle (BEV)","Eligibility unknown as battery range has not been researched","0","0","36","267711181","POINT (-122.38418 47.70044)","CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)","53033003100"
"King","Kent","WA","98031","2026","TESLA","MODEL Y","Battery Electric Vehicle (BEV)","Eligibility unknown as battery range has not been researched","0","0","47","284145116","POINT (-122.17743 47.41185)","PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)","53033029406"
"King","Sammamish","WA","98075","2023","TESLA","MODEL 3","Battery Electric Vehicle (BEV)","Eligibility unknown as battery range has not been researched","0","0","41","232811449","POINT (-122.03539 47.61344)","PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)","53033032224"
"Snohomish","Marysville","WA","98271","2023","TESLA","MODEL Y","Battery Electric Vehicle (BEV)","Eligibility unknown as battery range has not been researched","0","0","38","221165724","POINT (-122.1677 48.11026)","PUGET SOUND ENERGY INC","53061940002"
"Pierce","Auburn","WA","98092","2025","TESLA","MODEL 3","Battery Electric Vehicle (BEV)","Eligibility unknown as battery range has not been researched","0","0","31","272095246","POINT (-122.18497 47.28825)","PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)","53053070316"
"King","Sammamish","WA","98075","2026","TESLA","MODEL Y","Battery Electric Vehicle (BEV)","Eligibility unknown as battery range has not been researched","0","0","41","279309089","POINT (-122.03539 47.61344)","PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)","53033032224"
"King","Federal Way","WA","98023","2022","TESLA","MODEL Y","Battery Electric Vehicle (BEV)","Eligibility unknown as battery range has not been researched","0","0","30","212376720","POINT (-122.34059 47.32478)","PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)","53033030304"
"King","Algona","WA","98001","2025","TESLA","CYBERTRUCK","Battery Electric Vehicle (BEV)","Eligibility unknown as battery range has not been researched","0","0","30","284100036","POINT (-122.23035 47.3074)","PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)","53033030901"
"Pierce","Buckley","WA","98321","2024","TESLA","MODEL 3","Battery Electric Vehicle (BEV)","Eligibility unknown as battery range has not been researched","0","0","31","272805116","POINT (-122.02523 47.16299)","PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)","53053070207"
"Klickitat","White Salmon","WA","98672","2022","TESLA","MODEL Y","Battery Electric Vehicle (BEV)","Eligibility unknown as battery range has not been researched","0","0","14","276577374","POINT (-121.48704 45.72776)","BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF KLICKITAT COUNTY","53039950301"
"King","Seattle","WA","98146","2026","TESLA","MODEL Y","Battery Electric Vehicle (BEV)","Eligibility unknown as battery range has not been researched","0","0","34","285140670","POINT (-122.36178 47.49408)","CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)","53033012000"
"Snohomish","Monroe","WA","98272","2023","TESLA","MODEL 3","Battery Electric Vehicle (BEV)","Eligibility unknown as battery range has not been researched","0","0","39","251096065","POINT (-121.98087 47.8526)","PUGET SOUND ENERGY INC","53061052203"
"Pacific","Ocean Park","WA","98640","2022","TESLA","MODEL Y","Battery Electric Vehicle (BEV)","Eligibility unknown as battery range has not been researched","0","0","19","194248295","POINT (-124.04987 46.49147)","BONNEVILLE POWER ADMINISTRATION||PUD NO 2 OF PACIFIC COUNTY","53049950701"
"King","Seattle","WA","98122","2023","TESLA","MODEL 3","Battery Electric Vehicle (BEV)","Eligibility unknown as battery range has not been researched","0","0","43","245622387","POINT (-122.31009 47.60803)","CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)","53033008401"
"Kitsap","Hansville","WA","98340","2023","TESLA","MODEL Y","Battery Electric Vehicle (BEV)","Eligibility unknown as battery range has not been researched","0","0","23","252001760","POINT (-122.54758 47.91795)","PUGET SOUND ENERGY INC","53035090101"
"King","Kent","WA","98031","2025","TESLA","MODEL 3","Battery Electric Vehicle (BEV)","Eligibility unknown as battery range has not been researched","0","0","47","281415389","POINT (-122.17743 47.41185)","PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)","53033029403"
"Snohomish","Lynnwood","WA","98037","2023","TESLA","MODEL 3","Battery Electric Vehicle (BEV)","Eligibility unknown as battery range has not been researched","0","0","21","276210770","POINT (-122.27734 47.83785)","PUGET SOUND ENERGY INC","53061051928"
"King","Seattle","WA","98116","2023","TESLA","MODEL Y","Battery Electric Vehicle (BEV)","Eligibility unknown as battery range has not been researched","0","0","34","227282359","POINT (-122.41067 47.57894)","CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)","53033009801"
"King","Federal Way","WA","98003","2023","TESLA","MODEL 3","Battery Electric Vehicle (BEV)","Eligibility unknown as battery range has not been researched","0","0","30","280035185","POINT (-122.3303 47.30151)","PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)","53033030003"
